211,	50,	51,	S
212,	5,	5,	M
212,	12,	12,	R
213,	10,	10,	R
213,	11,	11,	M
213,	29,	29,	S
214,	1,	5,	W
215,	13,	14,	S
215,	54,	55,	S
216,	6,	6,	M
217,	9,	9,	M
218,	2,	3,	S
218,	24,	25,	S
219,	9,	10,	S
220,	3,	5,	W
220,	13,	13,	M
220,	28,	28,	M
221,	27,	28,	S
222,	37,	38,	S
222,	67,	67,	R
222,	110,	111,	S
223,	40,	41,	S
223,	46,	49,	S
224,	4,	4,	R
224,	19,	19,	S
224,	58,	58,	S
225,	39,	39,	M
225,	68,	69,	S
225,	95,	95,	S
226,	14,	15,	S
227,	16,	17,	S
228,	8,	9,	S
228,	22,	23,	S
229,	12,	13,	S
230,	19,	20,	S
231,	30,	30,	S
231,	47,	48,	S
232,	6,	7,	S
233,	49,	50,	S
234,	20,	21,	S
234,	31,	32,	S
234,	37,	37,	S
234,	55,	55,	R
234,	65,	65,	M
234,	71,	71,	M
234,	81,	81,	M
235,	4,	5,	S
235,	9,	9,	M
236,	5,	5,	M
236,	28,	29,	S
236,	33,	34,	S
236,	35,	35,	R
237,	10,	11,	S
237,	19,	19,	M
238,	13,	13,	R
239,	19,	20,	S
239,	24,	26,	S
240,	7,	7,	M
241,	8,	8,	S
241,	18,	18,	M
242,	11,	14,	W
242,	19,	21,	W
242,	44,	44,	M
243,	17,	17,	R
244,	15,	18,	W
245,	13,	14,	S
246,	5,	6,	S
246,	47,	47,	M
246,	69,	69,	M
247,	7,	8,	S
247,	24,	25,	S
247,	34,	35,	W
248,	7,	8,	S
249,	32,	32,	M
249,	51,	52,	S
250,	15,	15,	S
251,	3,	3,	R
252,	4,	4,	S
252,	30,	31,	S
252,	36,	36,	S
252,	50,	50,	R
252,	68,	70,	S
253,	7,	9,	W
253,	12,	12,	S
254,	17,	17,	R
255,	26,	26,	M
255,	29,	29,	R
256,	14,	16,	S
257,	7,	7,	R
257,	9,	9,	M
257,	16,	16,	S
257,	19,	19,	R
258,	1,	1,	S
258,	6,	6,	S
259,	3,	4,	S
259,	51,	51,	M
260,	3,	3,	S
260,	36,	36,	M
260,	39,	39,	R
260,	63,	64,	S
260,	70,	71,	S
261,	1,	2,	S
262,	18,	18,	R
263,	10,	10,	S
263,	18,	18,	M
263,	30,	30,	R
264,	8,	9,	S
265,	2,	2,	M
266,	8,	9,	S
266,	19,	21,	W
266,	26,	26,	R
266,	69,	69,	R
266,	79,	79,	R
266,	121,	121,	S
267,	10,	10,	M
267,	12,	12,	M
267,	22,	22,	M
267,	25,	28,	W
267,	56,	56,	S
267,	61,	61,	R
267,	72,	72,	S
267,	81,	81,	R
267,	88,	88,	M
267,	90,	90,	R
267,	100,	100,	M
267,	104,	104,	M
267,	110,	110,	S
268,	62,	62,	R
269,	16,	17,	S
269,	27,	27,	R
269,	59,	60,	S
270,	12,	12,	S
270,	42,	42,	R
270,	60,	60,	M
270,	71,	75,	W
271,	15,	15,	S
271,	16,	16,	R
271,	25,	26,	S
271,	59,	59,	M
271,	82,	83,	S
272,	9,	9,	M
272,	18,	18,	R
272,	29,	29,	M
272,	79,	79,	M
273,	11,	11,	S
274,	3,	3,	S
274,	7,	7,	S
274,	11,	11,	S
274,	20,	21,	S
274,	44,	44,	M
275,	1,	3,	W
276,	11,	11,	M
277,	8,	9,	S
277,	20,	21,	S
277,	33,	34,	S
277,	35,	35,	M
277,	38,	39,	S
278,	2,	2,	R
279,	4,	4,	R
280,	7,	8,	S
281,	14,	15,	W
281,	16,	17,	S
281,	18,	25,	W
281,	36,	36,	S
282,	5,	5,	R
282,	25,	26,	S
282,	28,	28,	S
283,	10,	10,	R
283,	11,	14,	W
283,	15,	15,	R
283,	20,	20,	M
283,	27,	29,	S
283,	30,	31,	W
283,	32,	32,	S
283,	33,	34,	W
283,	40,	40,	R
283,	41,	42,	S
284,	27,	27,	S
284,	37,	37,	M
285,	27,	27,	S
285,	32,	32,	M
285,	34,	34,	M
286,	1,	1,	M
286,	25,	26,	S
287,	23,	24,	S
287,	49,	49,	S
288,	3,	4,	S
289,	3,	3,	M
289,	21,	21,	M
289,	23,	23,	R
289,	24,	25,	S
290,	16,	16,	R
290,	24,	25,	S
291,	22,	24,	S
292,	12,	12,	M
293,	16,	17,	S
293,	24,	24,	M
293,	30,	30,	R
293,	41,	43,	S
293,	47,	47,	S
293,	68,	68,	S
294,	12,	12,	M
294,	73,	73,	M
294,	81,	81,	M
294,	111,	111,	M
295,	4,	4,	M
295,	44,	44,	S
296,	7,	8,	S
296,	11,	11,	R
296,	64,	64,	M
297,	13,	13,	R
297,	30,	30,	R
297,	72,	73,	S
297,	77,	77,	M
298,	2,	2,	R
298,	17,	17,	S
298,	27,	27,	S
298,	28,	30,	W
298,	44,	44,	M
299,	19,	19,	R
300,	10,	10,	R
300,	15,	20,	W
300,	34,	46,	W
301,	8,	10,	S
301,	30,	30,	S
301,	34,	35,	S
301,	45,	45,	M
301,	46,	48,	S
302,	7,	7,	M
302,	11,	11,	M
303,	7,	8,	S
303,	11,	12,	S
303,	18,	22,	W
303,	46,	46,	R
303,	68,	69,	S
303,	119,	119,	R
303,	124,	126,	S
304,	3,	8,	W
304,	14,	17,	W
304,	28,	29,	S
305,	1,	3,	W
305,	4,	4,	M
306,	1,	2,	S
306,	23,	24,	S
306,	43,	43,	R
306,	51,	51,	S
307,	58,	58,	R
308,	15,	15,	R
309,	25,	25,	S
310,	31,	32,	S
310,	56,	56,	R
310,	57,	57,	S
311,	3,	3,	S
311,	18,	23,	W
311,	24,	25,	S
312,	18,	18,	M
312,	25,	25,	S
312,	38,	38,	S
313,	1,	1,	M
313,	13,	13,	R
313,	22,	23,	S
314,	16,	16,	M
315,	27,	27,	R
316,	15,	15,	M
316,	77,	79,	W
316,	121,	122,	S
316,	131,	133,	W
317,	4,	6,	W
317,	9,	9,	S
318,	4,	6,	S
318,	15,	16,	S
319,	25,	28,	W
320,	8,	8,	M
320,	11,	11,	M
321,	5,	5,	R
321,	27,	28,	S
321,	45,	45,	M
321,	59,	59,	M
322,	8,	8,	M
322,	22,	22,	R
322,	23,	23,	M
323,	18,	22,	W
323,	30,	30,	M
323,	36,	40,	S
324,	1,	2,	S
324,	27,	27,	M
324,	28,	29,	S
325,	13,	20,	W
325,	53,	53,	R
325,	62,	62,	S
325,	76,	76,	M
326,	2,	2,	R
327,	11,	12,	S
327,	37,	37,	S
328,	10,	10,	M
328,	18,	18,	M
328,	23,	23,	M
328,	33,	33,	M
328,	49,	49,	M
329,	5,	11,	W
330,	14,	14,	R
330,	32,	32,	S
331,	22,	25,	S
332,	35,	35,	M
332,	53,	54,	S
332,	83,	84,	S
333,	32,	32,	M
334,	9,	9,	S
334,	36,	37,	S
335,	12,	15,	W
335,	16,	16,	M
335,	17,	20,	W
336,	33,	33,	S
337,	8,	8,	R
337,	16,	18,	W
337,	29,	29,	M
337,	40,	41,	S
337,	69,	70,	S
338,	9,	9,	M
339,	11,	12,	S
340,	6,	7,	S
341,	3,	3,	R
341,	27,	27,	R
342,	15,	15,	M
343,	1,	1,	S
343,	2,	2,	M
343,	50,	51,	S
343,	52,	52,	M
343,	60,	61,	S
343,	82,	83,	S
343,	91,	91,	S
344,	3,	3,	M
345,	22,	22,	M
345,	27,	27,	S
346,	33,	34,	S
347,	34,	34,	R
348,	3,	19,	W
348,	27,	27,	M
348,	39,	39,	M
349,	24,	24,	S
350,	14,	15,	S
351,	6,	6,	S
351,	13,	13,	M
351,	32,	32,	R
352,	12,	12,	S
353,	6,	6,	M
354,	8,	8,	R
354,	9,	14,	W
355,	2,	2,	R
355,	6,	6,	S
355,	20,	20,	R
355,	51,	51,	S
356,	6,	7,	S
356,	21,	21,	S
357,	11,	12,	S
358,	12,	12,	R
358,	19,	20,	S
358,	54,	55,	S
359,	6,	6,	M
360,	8,	9,	S
360,	10,	10,	R
360,	22,	24,	W
361,	17,	23,	W
361,	64,	65,	S
361,	104,	104,	M
362,	17,	17,	R
362,	19,	19,	S
362,	38,	38,	M
363,	17,	17,	R
363,	18,	19,	S
363,	22,	22,	R
364,	22,	24,	S
364,	37,	37,	M
365,	16,	16,	M
365,	59,	60,	S
365,	66,	66,	R
365,	143,	143,	R
365,	160,	161,	S
365,	187,	188,	S
366,	3,	4,	S
367,	3,	3,	R
368,	26,	28,	S
368,	29,	29,	M
368,	33,	33,	M
368,	50,	53,	S
368,	71,	71,	S
368,	72,	72,	M
369,	10,	12,	S
369,	20,	21,	S
370,	3,	3,	S
370,	18,	19,	S
370,	20,	20,	R
370,	31,	32,	S
370,	61,	62,	S
371,	3,	11,	W
372,	20,	20,	M
373,	7,	8,	S
373,	20,	20,	S
373,	24,	25,	S
374,	14,	17,	S
375,	12,	12,	R
375,	13,	14,	S
375,	26,	26,	M
375,	34,	34,	S
375,	36,	36,	R
375,	41,	41,	R
376,	23,	23,	S
376,	27,	28,	S
376,	44,	44,	R
376,	57,	57,	R
376,	58,	58,	S
377,	5,	5,	S
377,	23,	24,	S
377,	25,	29,	W
377,	31,	31,	R
377,	39,	39,	R
378,	11,	11,	M
379,	22,	22,	M
379,	47,	47,	R
380,	25,	25,	S
381,	23,	23,	S
381,	39,	40,	S
381,	46,	46,	S
382,	8,	8,	M
383,	7,	7,	M
384,	12,	19,	W
384,	25,	25,	R
385,	23,	23,	M
386,	1,	1,	S
386,	9,	9,	M
386,	18,	18,	R
386,	32,	37,	W
386,	38,	38,	R
386,	43,	43,	S
386,	45,	45,	R
387,	9,	13,	W
388,	9,	10,	S
388,	22,	22,	S
389,	6,	9,	W
389,	29,	29,	M
389,	30,	31,	S
390,	1,	1,	S
390,	17,	17,	M
391,	3,	3,	R
392,	12,	13,	S
393,	26,	26,	M
393,	38,	38,	M
393,	48,	48,	R
393,	50,	51,	S
393,	58,	58,	S
394,	18,	18,	M
395,	16,	16,	R
395,	24,	25,	S
396,	15,	16,	S
396,	87,	87,	R
396,	91,	92,	S
396,	104,	105,	S
397,	31,	31,	M
397,	39,	39,	R
397,	53,	53,	M
397,	56,	56,	R
397,	74,	75,	S
398,	18,	18,	M
398,	63,	63,	R
398,	92,	93,	S
398,	106,	106,	M
399,	44,	49,	W
399,	53,	53,	R
399,	65,	65,	S
400,	2,	2,	R
400,	5,	5,	R
400,	31,	31,	M
401,	13,	13,	M
401,	21,	22,	S
401,	44,	44,	M
401,	47,	47,	S
401,	57,	58,	S
401,	66,	70,	W
401,	101,	101,	S
401,	102,	108,	W
401,	113,	113,	M
401,	115,	115,	M
402,	21,	21,	R
